"","DLDR_0107","DLDR_0085","DLDR_0120","DLDR_0176","DLDR_0117","DLDR_0132","DLDR_0127","DLDR_0135","DLDR_0153","DLDR_0133","DLDR_0121","DLDR_0062","DLDR_0039","DLDR_0139","DLDR_0162","DLDR_0159","DLDR_0164","DLDR_0168","DLDR_0129","DLDR_0158","DLDR_0136","DLDR_0122","DLDR_0079","DLDR_0174","DLDR_0137","DLDR_0116","DLDR_0038","DLDR_0142","DLDR_0043","DLDR_0102","DLDR_0092","DLDR_0140","DLDR_0150","DLDR_0088","DLDR_0151","DLDR_0101","DLDR_0143","DLDR_0095","DLDR_0156","DLDR_0094","DLDR_0046","DLDR_0109","DLDR_0106","DLDR_0110","DLDR_0123","DLDR_0171","DLDR_0105","DLDR_0061","DLDR_0084","DLDR_0175","DLDR_0126","DLDR_0146","DLDR_0145","DLDR_0154","DLDR_0166","DLDR_0089","DLDR_0078","DLDR_0124","DLDR_0042","DLDR_0114","DLDR_0096","DLDR_0115","DLDR_0076","DLDR_0097","DLDR_0155","DLDR_0100","DLDR_0161","DLDR_0074","DLDR_0170","DLDR_0080","DLDR_0040","DLDR_0141","DLDR_0131","DLDR_0108","DLDR_0177","DLDR_0152","DLDR_0181","DLDR_0169","DLDR_0130"
"6785",5.918337227,5.866480265,6.012130573,6.026775954,5.800400078,6.142727136,5.964482273,6.040402973,6.010726052,6.180548866,6.087291157,5.294731287,5.5991332,6.293625176,6.264611978,6.187919095,6.066287697,6.100917601,6.313782169,6.159517413,5.906927123,6.215985306,5.780313165,6.125406228,5.984425147,5.930458503,5.456994383,5.858112201,5.697500626,5.961990771,6.161218211,5.619915479,6.088086439,6.02298902,6.314841546,6.289150261,6.063309627,6.011560839,6.100849448,6.027779821,5.64972015,6.032244133,5.942635511,5.797079,6.214548779,6.26885369,6.078035649,5.620464967,5.765913618,6.070098848,6.139478473,6.133912257,6.106578046,6.121477992,6.084800037,6.124806469,5.997976453,6.089220493,5.870585659,5.558414161,5.646300393,5.924066794,5.816339734,5.569884679,6.067984687,6.292921276,6.207439144,5.849067251,6.203903551,5.946476553,5.775217776,5.962660059,6.385921533,5.913769446,6.036011819,6.163847774,6.116761371,6.275014838,6.127962998
"6787",0.512761571,1.722815454,1.813791644,1.06374228,1.579523889,2.072056279,0.215197477,-0.033865942,1.29575756,1.104537863,0.809458185,1.170439515,1.406124586,0.65629914,1.083020088,1.152758255,0.810501958,1.515030592,0.731020576,0.752553214,1.053450155,1.530384576,2.001931151,0.985172911,0.86083886,2.350935742,1.165517649,0.757718036,1.830687469,1.406615067,1.188525557,2.538121387,0.39568404,1.767090795,0.879944334,1.744005583,1.081651263,1.858339767,0.636458405,1.736156398,1.201138633,1.742482969,0.912587762,1.745117336,1.062292426,0.897010384,0.861055161,1.721901638,1.239437126,0.772907432,-0.0194162,0.782772241,-0.117707428,0.669632868,0.910951467,0.446437988,0.577824822,0.929183776,1.473538085,2.12485225,1.406181803,2.108527636,2.040880622,2.906919666,0.71760731,1.746312583,1.164579807,1.057033128,1.306663126,1.620971738,1.143096842,0.468434109,1.069155143,0.964120641,1.028259543,0.836540342,2.923913226,0.627491,1.340562683
"6823",2.155439569,2.804757068,2.857645934,1.744673839,2.956169154,2.909503267,2.137660876,2.016760131,1.905811042,2.490191556,3.119560844,3.310103301,2.743482721,1.891927388,2.26032462,2.370805206,2.629475964,1.96839621,1.67724932,2.337515715,1.334037454,2.324442675,2.768340523,2.313498777,2.152604984,3.336906182,3.085738575,2.419132597,2.780414263,2.229737305,2.427312417,1.801155793,1.243680947,3.627687739,1.653668479,2.753591632,2.213562939,2.903127689,2.067797717,2.105913018,3.251764706,2.483028453,2.263662203,2.991161026,1.987438431,2.201163777,2.015383308,3.016588495,2.153022374,2.357869933,2.321008239,0.867661138,2.783514417,2.350014934,2.43819847,2.798423317,2.6102463,2.117387511,2.608023417,3.413865722,1.848700039,2.722976901,2.835561714,2.01383487,1.576431247,2.824315095,2.342917048,2.820175345,2.423846665,2.843364159,2.678519882,1.385971949,2.479030937,2.082302068,2.101015886,1.28841461,3.808977459,1.587598273,1.888050478
"6916",6.579729382,6.565206617,5.836981272,6.258264645,6.119855465,6.195244823,6.230320751,6.734318383,6.525588313,6.442279643,6.221963226,5.918263624,6.124942833,6.583981537,6.595441486,6.363032266,6.489317987,6.34986625,6.20714932,6.588332954,6.530739644,6.335374036,5.918703258,6.478450188,6.556487159,5.983954384,6.103124265,6.516417152,6.163444442,6.14773629,6.584045412,6.105342306,6.741853002,6.003554641,6.793798878,6.308790202,6.440699839,6.409883497,6.457024201,6.751775041,5.958372936,6.053166307,6.367327686,6.099466909,6.442595395,6.580935947,6.445047783,5.795869785,6.308027956,6.363868673,6.724658068,6.717803317,6.563841052,6.370783799,6.363293661,6.162851342,6.034272583,6.609009943,6.102727193,6.087074216,6.558531657,6.044070827,6.057347833,6.49496156,6.62245876,6.086822104,6.470601511,6.244350347,6.369767772,6.333559713,6.122983261,6.737993731,6.278608509,6.295693042,6.326361625,6.459349548,6.12526451,6.366258837,6.159759217
"6955",4.661264093,4.524807191,3.566698782,4.560168106,4.275293176,4.135672379,4.480676241,4.715923692,4.796022896,4.683022154,4.300656849,4.241960812,4.372777328,4.994424462,4.609474183,4.120121047,4.379497711,4.384446482,4.755011523,4.471893138,4.150946683,4.130706712,3.937293686,3.906947744,4.727371718,4.148952799,4.256199596,4.759557035,3.864864585,4.345214522,4.465518421,4.71444416,4.812223565,3.957361066,4.911589961,4.540326455,4.758283592,4.669403419,4.956198941,4.350535387,4.511926171,4.476308855,4.613027481,4.355684653,4.568126277,4.419291652,4.402713878,4.415137871,4.394372953,4.303976925,4.467256658,4.689662836,4.655916637,4.894005654,4.207192919,4.58652776,4.216425287,4.414188207,3.970173803,4.348019273,4.584303958,3.914057517,4.033501091,4.160676258,4.694499047,4.392304518,4.448033754,4.104502701,4.410999786,4.173163904,4.246583858,4.574633513,4.3018159,4.07009301,4.413452532,4.765373491,4.2222545,4.516787535,4.286861663
"6966",2.810941063,1.86541985,3.782280671,2.381083105,3.709845688,3.525023234,2.550483954,3.025027747,2.662539891,2.647528094,2.543476495,4.160496711,3.001392095,3.033019708,2.808845125,2.233954338,2.550187054,2.312841741,2.573140917,2.193125806,2.128876425,2.536987311,2.917718147,2.388137578,2.848347916,2.836362569,3.993593862,2.491736346,4.037467692,2.889397173,2.836223813,2.191945746,2.540455564,2.973903205,2.300787455,2.256653879,2.445925649,2.940440847,2.412243248,2.202937472,3.22861937,2.737995578,2.012123436,2.462878719,2.523196934,2.248084825,2.446017662,3.660952288,2.993081461,2.758407862,2.618844527,1.888125241,2.828252732,1.89202529,2.133343889,4.050259516,2.403795423,2.514146277,3.485921809,3.368777833,2.495819016,3.559811702,2.448538591,2.906919666,2.12958501,2.483278178,1.44021425,3.121605129,1.884208155,2.705422059,3.252944023,2.970934449,2.349263062,2.348035623,2.147558472,1.688217595,2.3962839,2.468183106,2.684517084
"6972",7.311944055,7.128012186,6.7319187,7.046102121,6.822017517,7.201339296,6.898436938,7.067171757,7.104467762,7.183076082,7.225760248,6.536473449,6.749226704,7.296893948,7.233392292,6.696970294,7.235816843,6.953630542,7.156057331,7.156113108,7.089297698,7.066836775,6.22458914,7.090906854,6.949033105,6.859855051,6.763735087,7.116346812,6.362816523,6.695806375,7.13806049,6.53691864,7.131747668,6.946925074,7.282750116,7.0654527,7.133004851,6.920738453,7.32719717,6.90021586,6.896997879,6.835469857,7.187001575,6.749210091,7.275901841,7.364116818,7.203201536,6.638103313,7.111807778,7.045677164,7.096172885,7.410361394,7.363260924,7.12864406,7.026836629,7.214622313,7.136593383,6.963148296,6.851172471,6.615016996,7.283800224,6.704618418,6.687090311,6.941189568,7.42063103,6.899817702,7.338366508,6.941053123,7.045430963,6.729051262,6.865493691,7.441041676,6.915003583,7.022838381,7.038329402,7.040830396,6.700301797,7.31042176,7.128364807
"7001",5.76610258,5.352361317,5.508740604,5.871914825,5.251711496,5.731905992,5.464007642,6.220375345,5.832464892,5.964656977,5.417543243,5.043105939,5.676733903,6.112554181,6.130102042,5.447862562,5.660954195,5.541149653,5.689750103,6.134034365,5.637393443,5.514580897,4.996342913,5.901649555,6.266127065,5.255963593,5.619126911,5.970350896,5.667386353,5.78832439,6.090920772,5.317731319,6.497688883,5.352956957,6.035578678,5.33376907,5.715651257,5.461598534,6.104804749,5.383250962,5.420413551,5.386697548,5.501225921,5.636022228,5.703552673,5.6053553,5.842023901,5.26740785,5.258187217,5.925090851,5.906736298,5.637735044,5.935659501,5.633344102,6.11273906,5.536132376,5.426732234,5.716979315,5.635147818,5.477899555,5.707619372,4.980092193,5.177714837,5.558155386,5.82577734,5.166350764,6.082396779,5.934500894,5.642946514,5.680479209,5.526691777,5.948364038,5.537924626,5.287807049,5.730611382,5.472414796,5.417209739,6.295795825,5.743410773
"7026",5.054134803,5.405855624,6.48026772,5.536642604,6.532937827,5.303710271,5.707050573,4.780830955,4.97264255,6.093344693,5.750296112,7.113598339,7.366562556,5.147117675,4.910839113,5.92442147,5.761181643,5.63349255,5.201605056,5.328902585,4.523218425,5.0556719,5.63922827,6.285296636,4.584058447,6.549024274,7.046922068,5.710013562,7.10999593,5.135233318,5.148295713,3.622185652,4.667043311,5.660905516,4.491802062,5.527811432,5.465171738,4.759152192,4.947415382,4.692964868,7.216660906,6.409803913,5.172859266,6.652405314,5.306803253,5.355103075,5.356007496,7.243883301,5.29900168,5.704590489,5.376221581,5.030699754,5.218996019,4.774399606,5.508821452,5.635222016,5.948115939,5.310194754,7.00966246,6.485839559,4.892269054,6.604064332,6.057347833,4.781388784,5.428355383,5.503177735,5.638890602,5.930347258,5.357097847,5.713241564,7.094049483,4.850537719,5.255021688,5.280760905,5.687947936,4.929844062,5.734976877,5.671885119,4.971039843
"7103",5.998056951,5.252068522,5.266731936,5.811828614,5.18753793,5.950283117,5.283788306,5.858062385,5.987409261,5.554773552,5.483614415,5.332415763,5.194518419,5.745130113,5.417104245,5.536371609,5.804535117,5.474230061,5.745245216,5.719985352,5.357746685,5.502824295,5.593077524,5.928990076,5.978705833,5.495824192,5.876454831,5.861541068,5.613842696,5.541173026,5.476391816,5.345476309,6.128435625,4.946625791,6.310531774,5.411519297,5.975178717,5.453017423,6.096883273,5.745245861,6.052544478,5.190464567,5.735629991,5.391356177,5.540027957,6.087238212,5.922273903,5.235046978,5.542793115,5.756585127,6.272534265,5.866372442,6.238809273,5.709536105,5.688706373,5.444063181,5.699593786,5.928444501,5.576524358,5.441346459,5.726259102,4.980092193,5.262221133,5.409420007,5.713781545,5.030344071,5.892977738,5.414089446,5.728274855,5.798267569,5.46411155,6.063380698,5.507828201,5.379707844,5.896496708,5.489653086,4.656974365,5.990152156,5.336395048
"7119",3.425528732,4.266600548,4.238813232,3.733920783,3.831911051,4.374938619,3.244259942,3.008444863,3.351610795,3.343456182,3.863633325,3.814929717,3.193395262,3.566288974,2.92483842,3.347774238,3.641002217,3.14371447,3.836992945,3.090875747,2.531288441,3.579183874,3.526139621,3.764782843,2.689358392,4.631317391,3.544731485,3.137361628,3.967292398,4.034102184,3.540907449,3.40733478,2.909455493,4.543115604,2.820565787,4.073607606,3.451874915,3.399314255,3.492931094,3.503596951,3.783456413,4.124093091,3.793732945,3.730135945,2.965937362,2.829195,3.469101275,4.076666315,3.10779312,2.999415962,3.191294417,2.583868172,2.871645328,3.528888892,2.622230418,3.317451547,3.140761017,3.763318029,3.734498162,4.180705485,2.460629587,3.950126771,4.277919819,3.176106299,3.214342628,5.215426755,3.555691467,3.561922037,3.3011036,3.750547064,3.493952122,3.148174834,3.619352226,3.709856445,4.304704868,2.665059874,4.473793267,4.188205954,3.589657898
